PKTESTK6,Time,Fissions,totFissions,Power,totPower,Reactivity,feedback,feedback,,RHOPK5, ,Fissions,totFissions,Power,totPower,Reactivity,feedback,feedback
gen=303,(s),(/sec),,(MW),(MW-s),,,($),,,(s),(/sec),,(MW),(MW-s),,,($)
,1.35E+00,4.34E+15,4.09E+14,1.27E-01,1.19E-02,1.51E-02,0.00E+00,0.00E+00,,,1.35E+00,3.74E+15,2.88E+14,1.09E-01,8.39E-03,1.98E-02,0.00E+00,0.00E+00
,1.35E+00,4.38E+15,4.14E+14,1.28E-01,1.21E-02,1.50E-02,0.00E+00,0.00E+00,,,1.35E+00,3.79E+15,2.92E+14,1.10E-01,8.50E-03,1.98E-02,0.00E+00,0.00E+00
,1.35E+00,4.41E+15,4.18E+14,1.29E-01,1.22E-02,1.49E-02,0.00E+00,0.00E+00,,,1.35E+00,3.83E+15,2.95E+14,1.12E-01,8.61E-03,1.97E-02,0.00E+00,0.00E+00
,1.35E+00,4.45E+15,4.22E+14,1.30E-01,1.23E-02,1.48E-02,0.00E+00,0.00E+00,,,1.35E+00,3.88E+15,2.99E+14,1.13E-01,8.72E-03,1.97E-02,0.00E+00,0.00E+00
,1.35E+00,4.48E+15,4.27E+14,1.31E-01,1.24E-02,1.48E-02,0.00E+00,0.00E+00,,,1.35E+00,3.93E+15,3.03E+14,1.15E-01,8.84E-03,1.97E-02,0.00E+00,0.00E+00
,1.35E+00,4.52E+15,4.31E+14,1.32E-01,1.26E-02,1.47E-02,0.00E+00,0.00E+00,,,1.35E+00,3.98E+15,3.07E+14,1.16E-01,8.95E-03,1.97E-02,0.00E+00,0.00E+00
,1.35E+00,4.55E+15,4.36E+14,1.33E-01,1.27E-02,1.46E-02,0.00E+00,0.00E+00,,,1.35E+00,4.03E+15,3.11E+14,1.17E-01,9.07E-03,1.96E-02,0.00E+00,0.00E+00
,1.35E+00,4.59E+15,4.41E+14,1.34E-01,1.28E-02,1.46E-02,0.00E+00,0.00E+00,,,1.35E+00,4.08E+15,3.15E+14,1.19E-01,9.19E-03,1.96E-02,0.00E+00,0.00E+00
,1.36E+00,4.63E+15,4.45E+14,1.35E-01,1.30E-02,1.45E-02,0.00E+00,0.00E+00,,,1.36E+00,4.13E+15,3.19E+14,1.20E-01,9.31E-03,1.96E-02,0.00E+00,0.00E+00
,1.36E+00,4.66E+15,4.50E+14,1.36E-01,1.31E-02,1.44E-02,0.00E+00,0.00E+00,,,1.36E+00,4.18E+15,3.23E+14,1.22E-01,9.43E-03,1.95E-02,0.00E+00,0.00E+00
,1.36E+00,4.70E+15,4.54E+14,1.37E-01,1.33E-02,1.44E-02,0.00E+00,0.00E+00,,,1.36E+00,4.23E+15,3.28E+14,1.23E-01,9.55E-03,1.95E-02,0.00E+00,0.00E+00
,1.36E+00,4.73E+15,4.59E+14,1.38E-01,1.34E-02,1.43E-02,0.00E+00,0.00E+00,,,1.36E+00,4.29E+15,3.32E+14,1.25E-01,9.68E-03,1.95E-02,0.00E+00,0.00E+00
,1.36E+00,4.77E+15,4.64E+14,1.39E-01,1.35E-02,1.42E-02,0.00E+00,0.00E+00,,,1.36E+00,4.34E+15,3.36E+14,1.27E-01,9.80E-03,1.94E-02,0.00E+00,0.00E+00
,1.36E+00,4.80E+15,4.69E+14,1.40E-01,1.37E-02,1.41E-02,0.00E+00,0.00E+00,,,1.36E+00,4.39E+15,3.41E+14,1.28E-01,9.93E-03,1.94E-02,0.00E+00,0.00E+00
,1.36E+00,4.84E+15,4.74E+14,1.41E-01,1.38E-02,1.41E-02,0.00E+00,0.00E+00,,,1.36E+00,4.45E+15,3.45E+14,1.30E-01,1.01E-02,1.94E-02,0.00E+00,0.00E+00
,1.36E+00,4.87E+15,4.78E+14,1.42E-01,1.40E-02,1.40E-02,0.00E+00,0.00E+00,,,1.36E+00,4.50E+15,3.49E+14,1.31E-01,1.02E-02,1.93E-02,0.00E+00,0.00E+00
,1.36E+00,4.91E+15,4.83E+14,1.43E-01,1.41E-02,1.39E-02,0.00E+00,0.00E+00,,,1.36E+00,4.56E+15,3.54E+14,1.33E-01,1.03E-02,1.93E-02,0.00E+00,0.00E+00
,1.36E+00,4.94E+15,4.88E+14,1.44E-01,1.42E-02,1.39E-02,0.00E+00,0.00E+00,,,1.36E+00,4.61E+15,3.59E+14,1.34E-01,1.05E-02,1.93E-02,0.00E+00,0.00E+00
,1.37E+00,4.98E+15,4.93E+14,1.45E-01,1.44E-02,1.38E-02,0.00E+00,0.00E+00,,,1.37E+00,4.67E+15,3.63E+14,1.36E-01,1.06E-02,1.92E-02,0.00E+00,0.00E+00
,1.37E+00,5.02E+15,4.98E+14,1.46E-01,1.45E-02,1.37E-02,0.00E+00,0.00E+00,,,1.37E+00,4.73E+15,3.68E+14,1.38E-01,1.07E-02,1.92E-02,0.00E+00,0.00E+00
,1.37E+00,5.05E+15,5.03E+14,1.47E-01,1.47E-02,1.37E-02,0.00E+00,0.00E+00,,,1.37E+00,4.78E+15,3.73E+14,1.39E-01,1.09E-02,1.92E-02,0.00E+00,0.00E+00
,1.37E+00,5.09E+15,5.08E+14,1.48E-01,1.48E-02,1.36E-02,0.00E+00,0.00E+00,,,1.37E+00,4.84E+15,3.77E+14,1.41E-01,1.10E-02,1.91E-02,0.00E+00,0.00E+00
,1.37E+00,5.12E+15,5.13E+14,1.49E-01,1.50E-02,1.35E-02,0.00E+00,0.00E+00,,,1.37E+00,4.90E+15,3.82E+14,1.43E-01,1.11E-02,1.91E-02,0.00E+00,0.00E+00
,1.37E+00,5.16E+15,5.19E+14,1.50E-01,1.51E-02,1.34E-02,0.00E+00,0.00E+00,,,1.37E+00,4.96E+15,3.87E+14,1.45E-01,1.13E-02,1.91E-02,0.00E+00,0.00E+00
,1.37E+00,5.19E+15,5.24E+14,1.51E-01,1.53E-02,1.34E-02,0.00E+00,0.00E+00,,,1.37E+00,5.02E+15,3.92E+14,1.46E-01,1.14E-02,1.91E-02,0.00E+00,0.00E+00
,1.37E+00,5.23E+15,5.29E+14,1.52E-01,1.54E-02,1.33E-02,0.00E+00,0.00E+00,,,1.37E+00,5.08E+15,3.97E+14,1.48E-01,1.16E-02,1.90E-02,0.00E+00,0.00E+00
,1.37E+00,5.26E+15,5.34E+14,1.53E-01,1.56E-02,1.32E-02,0.00E+00,0.00E+00,,,1.37E+00,5.14E+15,4.02E+14,1.50E-01,1.17E-02,1.90E-02,0.00E+00,0.00E+00
,1.37E+00,5.30E+15,5.39E+14,1.55E-01,1.57E-02,1.32E-02,0.00E+00,0.00E+00,,,1.37E+00,5.20E+15,4.08E+14,1.52E-01,1.19E-02,1.90E-02,0.00E+00,0.00E+00
,1.38E+00,5.33E+15,5.45E+14,1.56E-01,1.59E-02,1.31E-02,0.00E+00,0.00E+00,,,1.38E+00,5.26E+15,4.13E+14,1.53E-01,1.20E-02,1.89E-02,0.00E+00,0.00E+00
,1.38E+00,5.37E+15,5.50E+14,1.57E-01,1.60E-02,1.30E-02,0.00E+00,0.00E+00,,,1.38E+00,5.33E+15,4.18E+14,1.55E-01,1.22E-02,1.89E-02,0.00E+00,0.00E+00
,1.38E+00,5.40E+15,5.55E+14,1.58E-01,1.62E-02,1.30E-02,0.00E+00,0.00E+00,,,1.38E+00,5.39E+15,4.23E+14,1.57E-01,1.23E-02,1.89E-02,0.00E+00,0.00E+00
,1.38E+00,5.44E+15,5.61E+14,1.59E-01,1.64E-02,1.29E-02,0.00E+00,0.00E+00,,,1.38E+00,5.45E+15,4.29E+14,1.59E-01,1.25E-02,1.88E-02,0.00E+00,0.00E+00
,1.38E+00,5.47E+15,5.66E+14,1.60E-01,1.65E-02,1.28E-02,0.00E+00,0.00E+00,,,1.38E+00,5.52E+15,4.34E+14,1.61E-01,1.27E-02,1.88E-02,0.00E+00,0.00E+00
,1.38E+00,5.51E+15,5.72E+14,1.61E-01,1.67E-02,1.28E-02,0.00E+00,0.00E+00,,,1.38E+00,5.58E+15,4.40E+14,1.63E-01,1.28E-02,1.88E-02,0.00E+00,0.00E+00
,1.38E+00,5.54E+15,5.77E+14,1.62E-01,1.68E-02,1.27E-02,0.00E+00,0.00E+00,,,1.38E+00,5.65E+15,4.45E+14,1.65E-01,1.30E-02,1.87E-02,0.00E+00,0.00E+00
,1.38E+00,5.58E+15,5.83E+14,1.63E-01,1.70E-02,1.26E-02,0.00E+00,0.00E+00,,,1.38E+00,5.71E+15,4.51E+14,1.67E-01,1.32E-02,1.87E-02,0.00E+00,0.00E+00
,1.38E+00,5.61E+15,5.89E+14,1.64E-01,1.72E-02,1.25E-02,0.00E+00,0.00E+00,,,1.38E+00,5.78E+15,4.57E+14,1.69E-01,1.33E-02,1.87E-02,0.00E+00,0.00E+00
,1.38E+00,5.65E+15,5.94E+14,1.65E-01,1.73E-02,1.25E-02,0.00E+00,0.00E+00,,,1.38E+00,5.85E+15,4.63E+14,1.71E-01,1.35E-02,1.86E-02,0.00E+00,0.00E+00
,1.39E+00,5.68E+15,6.00E+14,1.66E-01,1.75E-02,1.24E-02,0.00E+00,0.00E+00,,,1.39E+00,5.92E+15,4.69E+14,1.72E-01,1.37E-02,1.86E-02,0.00E+00,0.00E+00
,1.39E+00,5.71E+15,6.06E+14,1.67E-01,1.77E-02,1.23E-02,0.00E+00,0.00E+00,,,1.39E+00,5.98E+15,4.75E+14,1.74E-01,1.38E-02,1.86E-02,0.00E+00,0.00E+00
,1.39E+00,5.75E+15,6.11E+14,1.68E-01,1.78E-02,1.23E-02,0.00E+00,0.00E+00,,,1.39E+00,6.05E+15,4.81E+14,1.77E-01,1.40E-02,1.85E-02,0.00E+00,0.00E+00
,1.39E+00,5.78E+15,6.17E+14,1.69E-01,1.80E-02,1.22E-02,0.00E+00,0.00E+00,,,1.39E+00,6.12E+15,4.87E+14,1.79E-01,1.42E-02,1.85E-02,0.00E+00,0.00E+00
,1.39E+00,5.82E+15,6.23E+14,1.70E-01,1.82E-02,1.21E-02,0.00E+00,0.00E+00,,,1.39E+00,6.19E+15,4.93E+14,1.81E-01,1.44E-02,1.85E-02,0.00E+00,0.00E+00
,1.39E+00,5.85E+15,6.29E+14,1.71E-01,1.83E-02,1.21E-02,0.00E+00,0.00E+00,,,1.39E+00,6.27E+15,4.99E+14,1.83E-01,1.46E-02,1.85E-02,0.00E+00,0.00E+00
,1.39E+00,5.88E+15,6.35E+14,1.72E-01,1.85E-02,1.20E-02,0.00E+00,0.00E+00,,,1.39E+00,6.34E+15,5.05E+14,1.85E-01,1.47E-02,1.84E-02,0.00E+00,0.00E+00
,1.39E+00,5.92E+15,6.40E+14,1.73E-01,1.87E-02,1.19E-02,0.00E+00,0.00E+00,,,1.39E+00,6.41E+15,5.12E+14,1.87E-01,1.49E-02,1.84E-02,0.00E+00,0.00E+00
,1.39E+00,5.95E+15,6.46E+14,1.73E-01,1.88E-02,1.18E-02,0.00E+00,0.00E+00,,,1.39E+00,6.48E+15,5.18E+14,1.89E-01,1.51E-02,1.84E-02,0.00E+00,0.00E+00
,1.39E+00,5.98E+15,6.52E+14,1.74E-01,1.90E-02,1.18E-02,0.00E+00,0.00E+00,,,1.39E+00,6.56E+15,5.25E+14,1.91E-01,1.53E-02,1.83E-02,0.00E+00,0.00E+00
,1.40E+00,6.01E+15,6.58E+14,1.75E-01,1.92E-02,1.17E-02,0.00E+00,0.00E+00,,,1.40E+00,6.63E+15,5.31E+14,1.93E-01,1.55E-02,1.83E-02,0.00E+00,0.00E+00
,1.40E+00,6.05E+15,6.64E+14,1.76E-01,1.94E-02,1.16E-02,0.00E+00,0.00E+00,,,1.40E+00,6.71E+15,5.38E+14,1.96E-01,1.57E-02,1.83E-02,0.00E+00,0.00E+00
,1.40E+00,6.08E+15,6.70E+14,1.77E-01,1.95E-02,1.16E-02,0.00E+00,0.00E+00,,,1.40E+00,6.78E+15,5.45E+14,1.98E-01,1.59E-02,1.82E-02,0.00E+00,0.00E+00
,1.40E+00,6.11E+15,6.77E+14,1.78E-01,1.97E-02,1.15E-02,0.00E+00,0.00E+00,,,1.40E+00,6.86E+15,5.52E+14,2.00E-01,1.61E-02,1.82E-02,0.00E+00,0.00E+00
,1.40E+00,6.14E+15,6.83E+14,1.79E-01,1.99E-02,1.14E-02,0.00E+00,0.00E+00,,,1.40E+00,6.94E+15,5.58E+14,2.02E-01,1.63E-02,1.82E-02,0.00E+00,0.00E+00
,1.40E+00,6.17E+15,6.89E+14,1.80E-01,2.01E-02,1.14E-02,0.00E+00,0.00E+00,,,1.40E+00,7.01E+15,5.65E+14,2.05E-01,1.65E-02,1.81E-02,0.00E+00,0.00E+00
